,cluster,review
285,7,sound quality is wonderful! so easy to listen to music anywhere in the house now. and it is so much fun to ask alexa random questions to see how she will answer!
286,14,"got this for my father-in-law for christmas - he is a gadget freak, even at the age of 80, so i thought this would be the perfect gift - and it was!!  he is been playing and experimenting with it all week, having fun just figuring out what it can do!!  i could not have asked for a better gift for him - well worth the full price!!"
287,14,"there is a short learning curve interacting with alexa.  skills that you can add are many, but few add any real value that i can discern at this time.  also, when you use the echo to turn on another speaker, it would be nice if it could play on the echo as well, especially since you are connected via wifi.  still exploring it is functionality, and can see the potential should minor updates improve on a pretty cool product."
288,14,awesome sound from a little speaker. this is a room filling sound do not get me wrong. the skills are great i use some to help me sleep and then to find information i need to know. very easy to set up. you can buy more than one or add the dot to other rooms and you can connect them together and have music playing all over the house no need for any expensive stereo systems or big bulky speakers. i would recommend it to anyone.
289,7,still trying to figure how to use it.
290,4,"was a gift, he loves it"
291,14,"i love it. do not listen over a 7 volume, but it is really good quality sound for a decent size room. i love how it can pick my voice up across my apartment. i am still learning all of it is features but so far its great."
292,14,looks better and cheaper price than 1st gen. it sounds the same as the previous model. great buy.
293,14,"we were given one around christmas. and really do not understand the point of it. i am pretty tech savvy and know i can hook it up to light switches, etc. but we barely use it now. we will tell it to put music on every now and then and that is about it.nwastrbof money imo."
294,7,love it!
295,7,"absolutely amazing! i never thought i would jump on the ¡°smart home¡± trend, but i honestly do not know what i would do without alexa every single day."
296,7,what a terrific product.  i now enjoy it every day.
297,4,absolutely love it
298,14,"doesnt get much use at my home, but when i need something, it can tell me whatever i need to know."
299,14,have not even used it yet. i¡¯ve just opened my package to find no power cord included. very disappointed!edit: was shipped a charger free of charge and it arrive 1 days later! loving my new echo.
300,7,it is all right but you can live without it
301,7,echo and alexa are a great combosound is acceptableeasy to set up and easy to use
302,14,"for some reason the response time on my new echo is much slower, than on my previous one, but the price, size and most importantly the sound quality are a huge improvement.alexa still struggles to play my own playlists and get the right music from my music library, and playing a whole album instead of just the song if the album and a song on it with the same title as the album, but it is getting better.it is certainly worth having especially if you are a prime member. and even better if you have amazon music."
303,14,"this was actually an item i won from work (i work at an amazon fc) and i must say, it is great sound quality for it is size. great for situations where i want to listen to music but my hands are tied."
304,7,does it do anything at all without being programmed?
305,7,great product! love being able to listen to the radio on iheartradio on my days off.
306,7,i love this unit. i got as a gift but far exceeds my expectations.
307,7,great sound.
308,14,awesome! definitely recommend
309,6,love it. works great with 2gig alarm and home automation system. recommended.
310,6,works ok with some of the wifi lighting modules specifically idevice but was hard to set up with a mac
311,14,"does what i wanted.  however, looking at next weeks black friday advertisements, i kinda feel bad because it will be $20cheaper next week, i should have waited and you should too"
312,7,love this!!!!! and so easy to set up.  we are having a blast listening to old music from high school and turning on and off lights.  very helpful when you have a quick question especially when you are cooking and need a conversion done.
313,7,"i have had echo for about a week & love it! so much alexa does, i am still learning!"
314,14,one of the best things that i purchased.
315,7,love it
316,14,i use echo with my 4 wemo smart plugins and it works great most of the time. sometimes i have to tell alexa a couple of times to operate devices.
317,14,"even though i am the ultimate tech geek and tend to buy whatever the latest in consumer electronics, i have been skeptical about the amazon echo ever since it was released. why buy one of these when you have your well-established siri, cortana, and google assistant -- which have been around for years. moreover, why should i complicate my life with yet another set of unique communication protocols?well, when i was offered a substantial discount through audible, i decided to give echo a try.with the first couple hours of interacting with alexa, i had my epiphany. alexa trumps the other interactive technologies in big audacious ways:1) the fact that it is always on and listening makes a huge difference. no buttons need to be pressed. yes, you might say that you can do that with siri. but there is a huge difference. where it trumps ""hey siri"" is its listening technology when enables to me to say ""alexa"" from across the room, when music is playing, in the same way i would call out the name of someone in my family. believe me...this makes a huge difference in the user experience.moreover, siri is impatient and often misinterprets what you are saying. alexa is right on the money i would say around 90% of the time.2) the skills that come standard are pretty much in line with what the other voice assistants have. and...while there are a lot useless 3rd party skills, if you do your homework, you will find some solid gems by browsing for ""best skills lists have been compiled by various websites.""3) if you love music, you are in for a treat. the speaker is awesome, given the size of this cylinder. initially, i paired it with a humongous bluetooth speaker i own. however, now i mostly use the echo is built-in speaker. the sound is easily within the realm of ""dedicated mid-sized bluetooth speakers"" that amazon sells that you would pay $150 bucks. i love edm, jazz, and metal, but the true measure of how great the speaker is that i also enjoy listening to classical on it as well.moreover, the kicker is that you just say, ""alexa play some bach choral music,"" and she plays it using the music service of your choice. you do not have to open your phone and dig through playlists. the music just plays.if you are wondering if this device is for you, i would say you are coming in at a good time. the echo is in his 2nd generation. initial bugs are squashed, and the sound is great.this is is one of the greatest things i have purchased in 2017."
318,4,censors the hell out of song titles as light as wang dang sweet poontang by ted nugent.great for not having to look up the weather.
319,7,"same alexa, i love but better soundingme:- what can i do for you alexa?alexa:- great! , i have an assistant nowclassic"
320,7,"love my alexa, the sound quality exceeds what i was hoping for. great purchase!"
321,7,"can not download my music from my pc to echo.  must ask the question in format that echo understands, pain"
322,14,"i thought i would be the one getting the most use out of this, but my wife and daughter will sit and ask it questions for hours.  it is a lot of fun for them.  i will say that i put off getting an echo because i was skeptical about how well it would sound.  when they say it fills the room, it does exactly that.  i was amazed.  i am quite pleased with the device."
323,7,i love that it is so easy to set up and to use. easiest access to all music and so much more.
324,14,will not stay on or connected to wifi.
325,6,"the sound quality is disappointing.  i thought it would be more robust.  otherwise, it is a good product."
326,7,i love it.
327,14,"we have four 1st gen echos at home, one 1st gen at our offices, and now four 2nd gen also at the offices.  awesome.  they understand us, are reliable, and work well with two different automation systems (different ones at home and office).  i have even purchased one for an elderly friend, who also loves it."
328,7,love this device
329,7,"the tech (shelly) was great.  she sure knows her jobs.  love the echo.  we are very pleased with the product, the job shelly did, and what all it does"
330,6,"alexa and i have become best friends.  the sound quality is more than adequate.  we had a new year is eve party and needed music in our two-car garage, the echo was a more than adequate sound system for the evening."
331,14,not enough included with prime for echo had to buy extra package love music but felt add on should have been cheaper
332,7,this is my first echo and i love it.
333,7,"love my alexa.....how i lived without it, i do not know...."
334,14,loved the call and music play features.
335,14,great product!!!!
336,14,have enjoyed the echo so much i bought one for each of my family members.
337,7,it is hard to imagine my life without my echo dot and my echo. i use them multiple times everyday.  the heather grey echo is beautiful and works perfectly.  it really looks like a designer piece on my nightstand. i am going to give my friend a white echo dot for her baby shower to use in her nursery.  i am sure she will love the sleep timer and the hands free ability to play a lullaby or nature noises.........
338,6,"love the new design and the sound improvement is a total winner. all the more reason to put one in every room (over time, obviously). the only thing i prefer from original echo and dot models is the rotating volume wheel. otherwise, this new model goes perfectly in our house with the more-stylish finish."
339,14,"the promise of the echo (or better yet 3 of them) dies quickly in an actual family. you cannot provide voice profiles to your teens in your household, so they cannot listen to their own music, let alone your kids. just you and one other adult? if you want to use this for a family and actually manage it for a family, good luck.update: product support contacted me and indeed this ecosystem is not mature for a family at all. stay away. too bad we do not have the boxes anymore or i would return these."
340,7,"love being able to trim lights, etc on or off without lifting a finger. also love the different color lights"
341,14,"i love my echo! i always had the tv on so i could listen to pandora but now i just tell alexa what i want to here and what channel.  i want one upstairs.  she is so convenient. i can tell her to pause, to play whatever station,  tell me a joke,  what is the weather, how to spell a word. she is awesome.  i love that i do not have to get up and turn the volume up or down when the phone rings or when a song is louder than the one before etc. being disabled, or even if i were not,  i would totally recommend the echo.  i love it!"
342,7,"almost perfect.  does not always respond, when prompted but still a lot of fun!"
343,14,"the sound is incredible, fast responses, and it can hear your voice in with other noise going on"
344,7,first time owning a smart speaker it is very interesting how it works. i still have to learn a little bit more very cool.
345,14,just great to be able to listen to whatever you¡¯re in the mood for with a simple voice direction.
346,4,i was a gift to my wife.  she loves alexa! alexa reminds my wife when to take her meds and plays her some of her favorite music. every morning alexa tells her a joke and most importantly recently told my wife the eagles were going to win the super bowl!
347,7,"you can ask alexa,just about anything and she will give u the facts"
348,7,we love our echo and use it all of the time.
349,14,"about two months into ownership my echo discontinued accepting verbal commands. this is very disappointing. up to that point, it worked fine. i expected this electronic device to work for longer than two months."
350,7,very cool
351,14,"i love mine, speaker is loud enough for intense move, clarity and sounds are perfect for what you pay for.mine is next to my bed, alexa plays to my command. i purchase mine from a friend."
352,6,great product overall!!!!works great ..
353,14,"received on time, as expected"
354,14,"hi, i¡¯m glad that i upgraded my echo to the 2nd generation. not only did it come in a smaller form, but the sound was much better too! <f0><u+009f><u+0098><u+008a>"
355,14,"it cannot say dinah... it will do a command several days in a row then totally misunderstand it for the next 10 days.  as long as you do not expect it to work or understand you....you¡¯ll love it.  yeah, right"
356,7,i liked the easy set up and the range of questions alexa answers. i dislike that alexa sometimes does not understand music selection in non english titles.
357,6,"i feel the original echo was loader and sounded better. the echo dot is worse the the 2nd generation echo. my recommendation would be to buy a used echo,"
358,7,loving it!
359,7,"so sorry it took us so long to get the echo.  we love it!  i got it as a gift for my husband, but i work from home and use it all the time."
360,14,"sounds great , works great. upgrade from an echo dot. now they both work in conjunction. bought my first fire tablet way back before there was an alexa. since then have bought a firestick, a dot, an echo, and three other fire tablets. everything is still working. bought two kids tablets, they are easily the best kids tablet around, and come with 2 year guarantee. highly suggest the echo, it does so many things, and is full of so much knowledge. easy 5 stars.can you live without this? sure but it makes life more fun with it."
361,0,<u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f><u+2764><u+fe0f>
362,7,"alexa is not intuitive. i get many wrong answers and i often get ""i do not know that"". it is very frustrating. a simple question like ""where is the lincoln center located?"" gets a wrong answer. all she could find was lincoln city. i am not happy with it."
363,7,we love our alexa and use it daily.
364,4,love my new echo
365,7,"i love mine, does everything as advertised. fun"
366,14,"not smart at all. if i tell alexa to stop, that is it. cannot understand compound instructions at all."" alexa stop and goodnite"" is too complicated for alexa. ask for the temp. only dodesnt work either."
367,14,extremely satisfied with sound quality and ease of use. want to purchase an echo dot and remote speaker soon.
368,7,i love it !!!!!!!! it my sleep timer as well as my alarm and i get information from it all the time.
369,0,i love my alexa echo. i am able to do everything from learn the weather for today to practice a foreign language!! easy to use<f0><u+009f><u+008e><u+0089><f0><u+009f><u+008e><u+0089><f0><u+009f><u+008e><u+0089>
370,14,"my amazon alexa echo arrived the other day and after connecting it to my amazon account along with my wifi i have been really enjoying listening to music on command and the sound is fantastic for it is size. alexa can answer so many questions that i have been asking, i would definitely recommend one to anyone who is interested in getting one. there is nothing that do not like about my alexa."
371,14,easy to setup and operate. great sound for the price point.
372,7,she is so smart she scares me.  she has only been wrong once about the weather.
373,7,love it!
374,14,"i absolutely love it. i do not know what else to say. this is one of the coolest christmas gifts i have ever received. since receiving this i have purchased another one and 2.echoes. they are placed strategically around the house so i can always talk to alexa, listen to music or ask questions."
375,7,this device exceeded my expectations.  this is the wave of future.  it is a must have in every household.  very pleased i purchased echo.
376,4,i love it !
377,14,i started with the dot and upgraded to this.  i love it!!  i am glad i got the 2nd generation.  i know that i dont use the echo to its full capacity; there is so much it can do.  i do have my lights connected to it though and it makes things so much easier.  this is what you need in your house. you will not be disappointed.
378,14,"i was a little hesitant to order the new generation.  there seemed to be a boat load of bad reviews.  but i am glad i did.  most of the bad reviews were based on poor sound quality, which software upgrades have totally taken care of.  i am actually amazed at the sound quality.  nice low-end without the boomy bose nonsense, and fairly crisp highs.  is it studio monitor quality? not even close.  but for the size, it is pretty darn good."
379,7,i love my alexa!
380,14,had it for 1 day now it does not work. sending it back
381,14,"bought this so i could access pandora.  it does that and much more.  it is a stereo the size of a tall soup can.  surprisingly strong speaker too.  not tinny, really great volume."
382,6,the sound is phenomenal and crystal clear!
383,7,she is not as smart as i expected..
384,7,"disappointed that even though we have prime, we still are very limited in her music selection"
385,6,ok but not very useful
386,7,"love it. i had to change its name from alexa to echo. it drove us crazy everytine we would talk to our granddaughter, alexa. love the amazon music collection too."
387,14,it sometimes does not respond and you need to have very specific questions. the jokes are and news updates are excellent
388,7,"very happy so far.  music sound is much better than expected.  easy to setup, and to connect to a bluetooth sound bar as well.  still learning all of the features but works great so far.only downside is i wish amazon would have included a hard copy of explanation of what the different color rings mean."
389,14,awesome
390,14,great device. slightly more compact than the original echo and looks fantastic. it also has really good sound for its size and produces amazing bass. was really easy to set up from the alexa app and i now have it grouped together with the echo dot to play music simultaneously through both.
391,7,works great!
392,14,"pros:it is small (more compact than i was expecting)alexa works great! (same as the echo dot) she is basically my new best friend!they are adding more and more things every day to what she is capable of doingreally love using it with smart home devices (christmas tree lights, lamps, thermostat, patio light etc)saves me so much time (alexa set an alarm, whats the weather, wake me up, tell me the news, i ask what time it is 10xs a day)cons:only 1. i was using a dot and had it connected to my big jam box via bluetooth but if i did not use it all day i would find that the connection would unpair every day by the end of the night, this annoyed the living crap out of me so that is why i bought the echo as it has it is own speaker.  the dot alone i could never hear but thats the model that roped me in so to say.  so the big negative of the echo is that the speaker really plain ol just stinks. my big jam box is just a tad bit bigger but wow the difference in the quality and richness of the audio is night and day difference. my suggestion to amazon is to add another version of the echo, call it the echo pro or echo audiophile. i would pay $100 more for a better and louder speaker. if you are not that into music it might not bother you too much, but for me, who has a big jam box in 1 room and a bose in another room, this just sounds pitiful in comparison. it distorts at level 10, level 9 is not the max level that i would like a speaker to have.  there is zero bass, too much mids, and not enough treble surprisingly enough. you can really clearly tell that the speaker just does not cut it, i do not think people would mind a larger unit if that meant a more enjoyable higher end user experience. like i said if giving it a bigger better sound adds to the price-point, then i would not mind laying down a little more dough for the model up version. i can see people enjoying this model just fine also as long as their expectations in sound quality are so high.conclusion:it is a great little device but it needs to have a bigger speaker that is more powerful with a bold rich sound to it, fix that and i would think that every person on the planet should have one of these.note: this is my opinion and based off of having already upgraded to the latest firmware sound fix. i will upgrade my stars should it ever get near the quality of my big jambox or bose."
393,14,fun interactive speaker. pretty good quality when using as a speaker for the cell phone. will order a second one for myself as i gave for a gift and the family has loved it.
394,7,beautiful to look at and listen to. i wish i could access my synology server to listen to my own music.
395,6,great sound! useful and entertaining.
396,7,i love her
397,7,great audio..........needs more info about movie theme songs etc. etc......
398,7,i liked how easy it is just talk. i do not like that i can not get some radio stations.
399,7,"i am still learning a lot on what alexa can do, but it is a great speaker as well."
400,7,we love it.
401,14,i can not believe all that sound comes from this
402,7,"easy to set up, volumn and all the functions of alexa from reminders to music.like least :  in another room and mention ¡®alexa ¡® name and she¡¯ll answer.  kinda creepy!"
403,7,we love our echo. set up was easy and took no time. we specially like the drop in feature and we use it every day.
404,7,very pleased with this purchase
405,7,i am really enjoying the echo.  it is really helpful when making dinner and i need a quick sauce recipe or salad dressing. alexis gives me a top recipe quickly.
406,14,awesome!
407,14,more and better speakers as addition to echo dot.
408,7,"has a very good speaker, sounds great. makes getting the news and music you want to listen to simple."
409,7,she loved it.  the sound is great
410,14,"the directions for this sophisticated and complicated device are abominable. but, the real issue is why. the echo at this price should be self-starting and able to connect to any wifi automatically. i would urge people who are not nerds and computer gurus to avoid this product. amazon is tech team should be ashamed of itself."
411,14,i love everything about it. the sound is awesome but the size is not.to big. just bought another one for upstairs.
412,6,excellent
413,6,love the new echo
414,6,"overall all  product is ok- sound quality, size, interface good."
415,7,i love this thing!!!
416,6,great sound.
417,6,excellent sound quality. alexa could be improved however.
418,7,"awesome product. love alexa. easy to set up, some difficulty pairing other devices to it, like wemo plugs and such, but figured it out eventually. good sound quality"
419,7,i love the echo.i love that i can do so much with it.
420,14,"back in october i bit the bullet and decided to buy a gen 2 echo. not the worst $99.00 i have ever spent but it is probably 2 or 3 on my list of dumb purchases. for starters i really do not have much use for it unless i spend a pile of money on echo controlled light bulbs, outlet controllers, thermostat, and countless other things i do not need to add or replace.it really does not replace anything i already have such as a radio. so as an experiment i turned it off for a week and discovered i did not miss it. it is back on and i have not used it yet. definitely something i do not need."
421,14,it does not work very well. it often goes red and says that it can not understand us.
422,6,simple to install and the apparatus makes one feel that it is human great product
423,7,it is sooooo fun and really good speaker!
424,7,kids love it.
425,14,it is a great device. only starting to understand it is full potential.
426,6,"i love the new size of the 2nd generation model, and there is a definite improvement to the sound quality."
427,7,"got it from best buy !! love it it is very load fun setting up and control the lights, temperature and more, get free music for 30 days and pandora and more! also works really well with my tv (samsung) and dish (dish hopper)"
428,7,hesitant to review as i have not utilized it extensively. great sound for music playlists.  not a technology person.  but am enjoying the music and random questions answered.  will use more as i learn more.
429,7,"i am just scratching the surface of all this product can do... so far i like accessing my pandora account the most, while my wife seems to like to ask when the next blackhawks hockey game is going to be. these devices are distinguishing life in the 21st century from life in the 20th for sure!"
430,7,great sound
431,14,this little gem gets better and better everyday! i can not believe the quality of sound that comes out of it! must have! it absolutely rocks and i am an apple guy
432,14,"the echo would¡¯ve received a 5 star but because it can not be personalized to one person  voice it gets a 3. it would be nice if it can only recognize the owners voice, anyone who say alexia has control of the device."
433,4,given as gift.... we never wanted
434,6,"love it!! alexa is very responsive and the sound is superb, especially with music from pandora and iheart radio. the sound is full, well balanced and enough sound to fill my large famiy room."
435,14,"set up is not as intuitive as other amazon devices like the fire tv. when you power it on, alexa tells you to follow the instructions in your alexa app (on your phone). when you log into the app, there are no instructions on the main page. so, follow these instructions:- click on the menu (3 bars in the upper left hand corner).- select settings- select echo. it should say ¡°offline¡± under it.- it will tell you that you need to connect the device to wifi. when you proceed, it may try to connect you to the echo is wifi signal instead of your home wifi. if it does this, it will tell you to go to your settings and reselect your home wifi. it is annoying. if it does not do this, then just go to the next step.- whether you have to do the above step or not, you will then select ¡°update wifi¡±- click ¡°connect to wifi.¡± you should see the orange light ring around the top. if you do not, unplug it and plug it back in.- now is when you should actually connect to your echo is wifi. go to the wifi setting on your phone and select the one that starts with the word amazon. wait for it to connect and then go back to the alexa app.- it should now say ¡°connected to echo¡±. click continue.- select your home wifi account on the next screen.- it may take a second or two, but eventually it will say setup complete. click continue. it will take you back to the main page and you are ready to use your echo.regarding the sound, it is true that it is not quite as good as the original. however, it is light years better than the dot. also, this unit is $70 cheaper than the original echo. so, i¡¯m not sure what people were expecting for $99. is it worth that? yes. it is. it is not bose. if you want bose, cough up the other $400.edited to add (for the audiophiles): i do not actually think bose is all that excellent, but i needed a name people would recognize.what i will say, is that you should buy this version and save yourself the money over the plus version. the ¡°built in smart hub¡± is nothing more than a bunch of enabled skills. and, the skills that are being pushed by the plus are for products that has disappointing reviews and high prices. it is also a limited list of 2 pages of items, of which the more reasonably priced ones have mediocre reviews. save yourself the money and figure out how to enable the skills on this version. you can end up with the same results."
436,14,"what a cool device.  the sound goes through the house like old school speakers.  wish it could automatically connect to slacker. until then, i just play slacker on another and bluetooth the sound to echo."
437,7,alexa & our family are still getting to know eachother. i am pleased with the results thus far. purchasing app is to increase her capabilities is a downside. however we have found several that do not require a subscription! she keeps my lists and set is several reminders for me. music was a must for me personally. sadly it requires a paid subscription. still as far as home assistant she is top notch! esp when she finds my phone! thanks alexa!
438,4,got this for my mom & sister. my mom thinks alexa is her new dj friend who plays any song or artist she wants. just to hear her argue with alexa is the funniest thing. best purchase ever!
439,14,"it can hear us so clearly, it is almost unsettling! i do not have to shout over the music when i want it to lower the volume. we mostly use it for music and weather updates since we really have not taken the time to discover all the functions. although, it did once tell a joke that absolutely made no sense. still working out how it works. best sound quality i have heard in a while!"
440,14,"the echo is amazing.  first of all, it is a terrific bluetooth speaker.  the sound easily fills my medium size living room.  it has an audio output plug, so i can play it thru my stereo if i want to.  then there is the idea of having a companion who can answer questions, schedule my appointments, add items to my shopping list, etc.  i am sure alexa has many ""skills"" that i have not discovered or mastered yet.  i am very excited to have an echo in the house!"
441,7,i love it
442,14,"i did not purchase this from amazon because i had a gift card from another merchant, however i love...love....love it. i wished that i could have purchased a couple for friends but they do not have wifi."
443,14,"we love the echo.  i have purchased a few already, including dots.  they provide us with answers to questions, music, and we are able to sync other smart items with them."
444,7,fun... still  learning about it
445,7,it was a gift and i love it
446,7,i love it. great sound.
447,7,really enjoying this in our home!!! have since found that i can set it to listen to lds general conference talks and to lds library - even to read the bible and  the book of mormon! wow
448,4,well received as a christmas present.
449,7,ease of set up  all of the information that you can obtain and playing music via spotify is so easy
450,4,my kids love it
451,7,that i can ask alexa to play pandora radio stations for me and that i can voice control my thermostat.
452,4,the best!!!! love it!!!
453,7,great
454,6,sounds it good n crisp but for that price range i would of liked a more portable speaker. i like the design but what i didnt like is there is a rubber peice that blocks the aux port and i find it kinda hard plugging in a aux cord in becuase of it. that rubber peice is not nesscary to be there.
455,7,genius...
456,4,great
457,7,every time you ask this thing a question it goes ¡°i¡¯m sorry i do not know the answer to that one¡±
458,7,very helpful.  fun to use. sounds great.
459,7,great sound! works great.
460,14,"love the sound quality, can not always get alexa to understand ¡°ambient noise, distant thunderstorm sounds.takes me 5 or 6 trys"
461,7,"easy to set up, great sound"
462,6,well priced....good sound quality....very versatile with home automation
463,7,i am loving my alexa<u+2014> just need to know more on what all she does!
464,14,it is sooo nice to be able to walk in the house and turn on my favourite music even if my hands are full.
465,14,it is fine.  nothing special and after a couple of weeks i realized i have not talked to it for a while.
466,14,"i thought that the sound quality would be bad. it is no top-end speaker,  but for something that sits on the kitchen counter and answers all of my mother is stupid questions, it is surprisingly good."
467,14,i am just getting used to it.give me a while
468,7,very useful in the kitchen for my wife when cooking.
469,7,very affordable and usable. i hope it has a better iphone app that can control it from remote.
470,14,worked as stated.
471,7,not impressed with the product.
472,7,i love asking for the temperature outside and the coming weather
473,7,works as expected; love having one in the bedroom to access just like the one in the family room.
474,7,she puts a smile on my face. she is so fast responding. love the shopping list. very convenient. added pandora and love the music selection. i have her gone most of the time i¡¯m in the house.still a lot i know she is capable of doing.at first the questions i asked she couldn¡¯ answer.
475,14,your family loves kids are doing something new every day
476,7,sound is pretty good while playing music.
477,7,awesome!  easy to setup and use!!!
478,7,so far it is great. still finding all it can do.
479,7,great product
480,4,"saw the ads... wanted to try it outworked as describedi use it tom play music, controllightsnice home assist product"
481,7,great so far!  lots of exploration yet to do.
482,14,"love my echo (2nd gen) !! i started out with a echo dot worked really well except was not as loud as i wanted for living room area, moved the dot to bedroom and volume was perfect!! so i replaced the dot in the living room with this echo (2nd gen) and its way louder then i needed !! the echo picks up on commands a lot better and you do not have to be to close to it, looking forward to getting another one very soon !!"
483,14,"as a general instrument, it is ok.i primarily bought it for the listening of music.  it is too restrictive in requesting music. i.e. request a specific song and get a sample of the song.often requesting music by a specific artist, not all songs play through to completion.in honesty, if i could return this instrument, i would return it in a heart beat. it is not what i envisioned."
484,14,so far so good...alexa has been better than google home and apple siri in my experience....
485,7,"it is nice if you have questions and can just ask alexa. do not make her mad though, she will not argue with you lol!!"
486,14,i love it!! we use it every single day!the only thing that i struggle with is having her understand my first question each time i ask. she will 100% get in the 2nd try.
487,6,works really well. picks up your voice amongst various sound volumes and always works. would recommend echo and alexa!
488,7,it is a fun thing to have !
489,7,"this is a fun piece of equipment.  however, alexa gets confused when i i want her to play music from pandora.  sometimes it works and other times not so much.  it is fun to ask questions and get answers right away."
490,7,i love alexa!
491,14,i liked everything
492,7,"love alexa, use it everyday for music, reminders & lists!"
493,4,i love it i bought it for my wife for christmas and she is in love with it also
494,14,"i love the new echo to be honest i can not tell much diferanse in sound quality , but i like the new size and the ability to change its look i have a oak shell on order i have had a echo sense they were offered by invitiaion and hase used it as a base to make my home smart."
495,7,bc i¡¯m away from home i can only use it from my hotspot. it works very well but i¡¯m sure i¡¯ll use it much more with my home wifi connection.
496,7,i like it but i have not used it to it is full potential.
497,14,"this is the smaller one but plenty loud enough, no need to spend more on the larger speaker version, you really have to buy the music package for 3.99 a month to really get any music on this thing, so i did, it is great, use it daily,"
498,14,"it always misunderstands on first command, and sometimes it starts to talk in the middle of the night, and wakes everyone up.  i turned it off."
499,7,it is a very useful and entertaining device. i just wish it would stay on when you unplug it.
500,6,great product. phenomenal sound
501,7,how easy it is to setup! it sounds fantastic !
502,7,still learning to use but love it so far!
503,14,"i have nothing but good things to say.however, if you are on the paranoid side, perhaps this is not for you. it is always listening.otherwise it fun, useful and really does so much. i am not the type to overdue, but between this and my dots, my home has 4 units. it seems that alexa adds new skills everyday.the price is certainly right."
504,14,"i am thinking the 1star reviews are from before the software update people are talking about, because the sound is amazing! i bought a 3pk and have them all hooked to my original 1st gen echo. i have all 4 playing music at once throughout the house and its incredible! there are 7 microphones on top so she can hear you a lot better than on the first gen. give it a shot people! do not listen to the older reviews!"
505,14,i liked everything about echo (2nd generation). i love the sound and also like that the echo fits anywhere. thank you
506,14,"probably the best amazon purchase i have made.  you can get local weather, local news, and stream your music.highly recommend."
507,14,the sound is not as loud as i thought it would be.  i like the prime music but have to use an app on my phone.
508,14,i love it
509,14,i love this! i
510,14,i love the sound is awesome !!! i can ask echo to look or do something from two rooms away.
511,4,love it!
512,7,works well and sounds great - what is not to like??will it work in france??
513,14,wish this was more interactive.  of course that means it would cost a ton more!
514,7,works great!  i plan on making my entire house alexa friendly
515,6,love it - the material is wonderful. sound and system works great!
516,7,love it. still trying to get the hang of talking to her.
517,14,"the new echo generation is shorter and less expensive, but giving the same great performance. this is our second echo; one lives in my office and the new one lives in our family room. the main job it has in our home is playing music which it does flawlessly. with two of them, we can either play music simultaneously but independently, or we can play the same music in two rooms.the list of home automation devices is growing for us and echo is right there for them. (looking to get a sprinkler controller next spring.) echo is starting to make home ai a reality which is ok by me. i am looking forward to how smart it can get.thanks, amazon for the beginning of a great product."
518,7,easy to setup and use. have enjoyed it is use.
519,7,love it!
520,6,the echo (2nd generation is a great device. the size is just the right size and the clarity of sound that emits from the speaker is of great quality. i would recommend without reservation the echo (2nd generation) to family members and friends.
521,7,great product. love my echo
522,14,"i love alexa! i live in the woods alone and my children got her for me to have someone to talk to. i get my flash briefing, weather and music. it came in handy when my phone was not working but i used alexa to call my family."
523,7,this is a great product.  the sound was perfect for us with a big open concept house. my kids love to use it too.
524,14,what can be said that all of the other reviews have not covered? it looks good. it sounds good. my family and i like it!
525,7,love this thing!  can not find enough things to do with it!!!!
526,14,"this is a damn good product. will recommend to my friends, if i had some, lol..."
527,14,great value for $99 - sounds excellent after recent update.
528,6,sound quality is great and alexa is super helpful
529,14,we bought it at the same time as homepod. it is much more versatile. and sound is great for a small speaker. along with 1/3 the price of honepod.
530,7,always a pleasure to use one of them.
531,7,i think it is great  when  you are alone it is great company
532,14,"the sound quality is exceptional for something that takes up so little space.  after the last update the bass improved quite a bit.  i enjoy being able to stream my favorite music and, then add things to my grocery list.  this one is in my kitchen and i just love it."
533,14,"love our new addition to the echo family.  love the cover too.  we have two echos ( 1st and 2 nd editions) and two dots, one i put a pretty denim cover on for the kitchen.. i use them all the time for timers and at night to listen to rainstorms to fall asleep or drown out other noises."
534,14,"nice looking exterior -  i like the bluetooth capability -  the sound quality does not seem to be improved over the original echo i have -- i most definitely  do not like the change on top of the unit - the original with the rotating volume control is much easy to operate, especially if you are in a hurry to adjust - its not easy to find the correct buttons for volume up/down unless you are looking directly at it and harder at night.  i also thought that this model was supposed to be more responsive to the alexa command if the volume was turned up loud.... have not seen much improvement there.overall, i love the echo product, i just think my original was a better more usable unit and has great sound.  i heard there may be a software update that can cause better sound, just not sure how to know if its been updated."
535,14,"i honestly hate this thing. got it for free as a gift, and it has been the most annoying experience. the only music it can play is pandora, which is inconvenient enough, but i figured at least it could answer questions for me when my hands are full... nope, literally nine times out of ten that i ask a question, she says ""i am sorry, i do not know that.""definitely not worth the price."
536,7,having fun with it.
