,cluster,review
2734,10,"the echo (2nd generation) is easy to set up and use.  it is plug and play approach makes it easy to set up and establish set routines such as weather, news flash, and traffic.  you also have access to your music, trivia questions, etc."
2735,10,i am enjoying my echo very much - the voice feature is wonderful and it is great to have so much information and music selection available to you just by asking.the design is so practical and it makes a statement but at the sametime  it is not an eyesore to wherever you choose to put it - the walnut finish is complimentary to any room.wonderful
2736,14,amazon is has their act together.  i wish i could work for this company.  the instructions for using the echo came in my email the day it arrived. it was very easy to install and i absolutely love it.  i do not know why it took so long to buy it. i can not wait to hook up the firestick. thanks amazon
2737,10,this is by far one of the best purchases i made last year. i love the daily news report. also with sirius xm hooked up its a pleasure to listen to music. very easy to use and very highly recommended.
2738,12,"i love this a lot.  it has all the features i need, beautiful sound, and many other skills that i like.  very happy with this device.  it works wonderful. thank you amazon."
2739,10,"from the first day i set up my echo. i knew it would be all i expected and more. i love it. i use it to check the weather, current events, play my favorite music. the list goes on and on. i would definitely recommend this to anyone that is on the fence."
2740,0,overall i like it and happy with more of the things you can do with it.  biggest problem is the it frequently turns red and says she can not understand and the only was to stop that is to unplug it.  not great when you are running most of your lights through it
2741,0,"still getting acquainted with alexa, so far so so, have issues with her playing my playlists, i am still learning, also sometimes i have to repeat the request of few times before she understands. the sound is amazing and spotify has so many selections to choose from. overall i am very happy with her."
2742,14,voice response system works so well that i actually catch myself saying please and thank you. the sound from this small package is phenomenal! i appreciate a well engineered item and this is it.
2743,14,"good for playing songs from pandora when cooking in the kitchen, the sound is very good for it is size. has only been able to answered about 10% of the questions i have asked. ok for weather reports. might be more useful if/when i get some compatible devices."
2744,11,"sound improvement was horrible.  amazon should remove the ""with improved sound""  bought this version for entertainment area, sat back and listened. thought.. this is not better at all.  invited friends over and did a side by side comparison with previous version and (2nd gen)  unanimous 1st gen for sound.  2nd gen subjugated to a guest bedroom due to its horrid sound quality."
2745,0,"i love love love alexa. when i was at the gym, i did not have alexa so i asked my nike apple watch to play a song and siri said i do not understand - so i told my trainer, alexa would never say that!"
2746,10,"love being able to ask for information, and music with simple voice commands."
2747,10,"easy to use, like it for radio and clock, or simple questions"
2748,14,"we love our echo and have so much fun asking alexa questions. it is great to ask to hear a song and it just starts playing, and the sound is better than we expected.we live outside of any large city, so the local information we receive is sketchy. we cannot retrieve a lot of business hours or phone numbers. on the other hand, i guess it is not google, so maybe that information would not be available anyway. nonetheless, we are glad we got the echo. we are getting a lot of enjoyment out of it."
2749,11,"very sensitive to voice commands and does a decent job at louder volumes.  i do not like the volume controls (the ones on the 1st generation are better.)  other than that, no complaints."
2750,0,in my opinion alexa does not know very much. many of the questions i ask her she does not have an answer for. i am very disappointed with echo. i am glad i got it as a gift....if i would have bought it i would have returned it.
2751,14,"for music with amazon unlimited music, can not be beat! for fire tv, forget it, it has not a clue what you are talking about. routines seem to be sporadic and unpredictable."
2752,14,questions for information must be very specific. we receive a lot of 'i do not know that' responses. the learning curve is greater than i expected. we purchased a support book to help us. the device came with minimal written guidance. we have used the music and calling features and have loaded the app on our phones and tablets. we hope to add some of the other controls to the system.
2753,14,"i purchased echo and google home. used them side by side for a week. the echos speakers were terrible compared to google home. i enjoy listening to music, so the speakers were the deciding factor. other than that i thought they both were tied in jokes, and wikipedia information."
2754,9,"we have about 5 echo devices now, and bought this one because of the improved sound.  i love that it is a progressively more feature rich device that my wife and i use all the time."
2755,1,attractive looking in our kitchen and good speaker!
2756,9,the echo is an ingenious item to have!!! i love this thing! i use it most for music and to use the drop in feature to connect to my echo dot in my husbands man cave. saves me a walk. the speaker is loud and clear and i love i can control the volume by voice. it is small and fits anywhere.
2757,14,"amazing product! speakers are not as great as other speakers out there but man home automation is just wonderful. ask alexa, to remind you, turn on lights, check weather, play music, roll down shades and it does it all well. i find that the speaker has very clear highs and sound at high end of frequency is better than the lower end frequency.love the product! well done amazon!"
2758,14,"songs that are in an amazon group cannot be found by alexa when requested specifically. sports stats..she is unaware. amazon..load the ""google"" function or a search function..very inept and limlted. reminder s go incomplete if you are out of range. no followup or repeat of reminders if not picked up. music requests very limited song is in playlist created under group name but cannot be requested specifically ie in group 80 is rock not individually. disappointed"
2759,10,"alexa and i get along great. i wish she did more practical things that lend to my lifestyle. i mostly have her control the home devices in my place, and we talk about the weather."
2760,9,"received as a christmas present. it is fun and useful at the same time. it is nice to have music, weather information, and answers any time. did not know i needed one until i got one."
2761,14,honestly i prefer the echo dot myself. this one does not hear me unless i am right next to it. the dot hears me from the next room. my husband prefers this model because it has better sound but i find the volume to either be too quiet or too loud.
2762,9,i have the dot which i love...bought this for my mother and she loves it. sound quality is amazing! looks really nice and is not too big.
2763,14,"a great second act.  the sound seems improved, the array microphone is as great as ever, and the esthetic is improved to fit many living situations.  a great product."
2764,14,i previously owned a dot but i wanted something that had its own speakers. i was not disappointed. the quality was rich. and impressive for such a small device. my audiobooks sound like surround sound on this. way to go amazon
2765,14,"much better sound quality than i expected, but lousy wifi reception.  it is 15 feet closer to the router than the prior dot, and it still disconnects often - where the dot did not."
2766,14,not digging it nothing new here. 360 alexa is bs she never listens now
2767,14,"easy to set up, excellent sound quality and alexa easily recognizes voices and commands - even from a distance and when speaking somewhat quietly. i do wish i could hook up a second speaker via bluetooth to the echo so i could even more sound or in different rooms."
2768,10,love gettting my music just by asking!  very nice sound
2769,9,purchased for my 13 year old for christmas. what a great gift!! she loves it and uses her all the time for music. the rest of the family steals her also. the sound quality is excellent. great product!! will probably purchase another over time.
2770,10,i had to learn how to set up radio stations.this works very well. weather and time reports are great. wake up calls and answers to questions work well.  sound of speakers are great quality.
2771,9,"i recently purchased three of the new amazon echo is (gen 2) for family holiday presents.  they were a smashing success during gift opening, and they are used daily in the three different homes in which they sit.  set-up was a breeze and the new speaker system featured in the echo gen 2 is sounds very good (music, phone calls, etc.).  would highly recommend this product.good job amazon and mr. bezos!"
2772,14,"the echo is all that it was claimed to be.  it is a great addition our home.  we also now have the dot and a dock for that, located in the bathroom to provide any music we want.  we also control a light with the echo.  i can recommend the echo, hands down."
2773,10,"like it alot. my 12 year old son and i have fun asking alexa how to say certain words in different languages. its fun as we have made up some entertaining and fun names for our family pets! we have a cat that is plump. we joking say that she resembles a meatloaf. in german we have learned the word for meatloaf and now call her hockbraten!  it is silly, but it is also a way to keep learning different things in a fun a way!"
2774,11,great device. slightly more compact than the original echo and looks fantastic. it also has really good sound for its size and produces amazing bass. was really easy to set up from the alexa app and i now have it grouped together with the echo dot to play music simultaneously through both.
2775,9,"love alexa so much i have bought 2 of these, one echo dot, and an echo plus.  great if you have smart home products, or just want someone to talk to and play interactive games or learn new things from."
2776,14,"i wish we could play apple music or connect this to our smart tv for an extra speaker.  it is kinda worthless for us, except my kid loves to ask it questions, most of which it can not answer or quotes wikipedia.  it looks nice though, hence at least one star"
2777,14,"my fiance and i were debating between alexa and the google home and we decided to go with alexa because we love amazon. it is truly a a life saver! but since we have 3 kiddos, ages 11, 10 and 11months, we would have preferred the google home, only because kids ask the most random questions!! and of course we could just go on our phones and google it, because alexa, usually does not know it! but if there was a way to incorporate a google-like feature to alexa and answers random questions, that would be perfect!"
2778,0,"what an amazing lady, she answers all the questions"
2779,0,i like alexa. i enjoy the music although it has limitations. i like the shopping list a lot. i like the weather forecast but am disappointed that it is not specific to my location. my smart phone is more accurate. i like the flash news.
2780,14,"the worse thing with the 2nd gen is the volume keeps reverting back to 1.  not helpful if you use it for an alarm or if you ask it something from more the a foot away. the 1st generation doesnt have this issue, i had to switch around my 1st gen and place the 2nd gen in a room that i do not use as often.looks great though"
2781,0,"i have enjoyed the exho so much! the sound is wonderful and alexa is quick to respond to requests.  i did not order the extras so it can turn on and off lights, etc so i can not say how well that works but i would recommend."
2782,14,"i love my alexa!!!!! i also ordered the echo dot and love it too!!you will not regret buying this and my husband wants one for his home office, but i told him he would have to wait until it goes on sale again!i love the shopping list feature! my husband always complained that i never made a list and would make several trips to the store, now i tell alexa to put something on my list and when i go to the store its right there on my phone:)"
2783,9,"we love her! so easy to set up and use! i do not know how we have managed without her! the sound quality is great, comparable to our ue boom. very, very happy with our echo (alexa)!"
2784,10,"i am absolutely amazed at this device and am so glad i decided to try it out.  it is makes access to information, music, etc., simplified.  i am impressed and glad i made the investment in it."
2785,14,does not work. i ask it for something and she says i need to buy this or buy that.  such a simple basic machine the only thing  i can get it to do is when i ask it to help me relax .... then it plays waves crashing or rain ... i had a device 30 years ago that would do that... it was a gift and i wish i never opened it.  amazon provides no instructions or support... just buy more ...i had to give it a star .... should have option to put a negative symbol  in front of the star
2786,14,"my second echo... now have two echo is and two echo dots. they are great! great sound, picks up voice across room.  syncs with other home automation. great! highly suggest."
2787,14,"works great! i just use it for music, weather, news, texting, alarms, and timers.have not put any effort or money into the smart home angle but that being said, you just can not beat walking into a room and saying, ""alexa, play my music."""
2788,14,"hello!enjoying the echo quite a bit.  easy weather updates, news updates, stock news and lots of music to listen to.  sound is not quite as good as a bose mini but not bad! works great with the bose mini but i wish it could play on both at the same time.  overall, i like echo and alexa so far though i have to admit that i have not explored her capabilities all that far yet.  her skills keep growing, gotta love that!"
2789,10,"she is weird.  i like the device, but it gives me the creeps sometimes.  we do have many smart bulbs, so that is what we primarily use it for.  that and for basic information."
2790,14,"great sound. louder than the echo. however i spend a good 5 minutes every morning arguing with my echo to ""turn off alarm"" or ""alexa play this song""  she never understands. however . our echo dots pick up commands perfect!  only downfall on this is the ability to pick up basic commands. all in all a great invention."
2791,12,the jury is still out about how useful this is but it is great for playing music! set up was kinda a pain but we managed. still getting used to having it around! we will see!
2792,3,"love the echo, easy setup and does everything i expected.  great product and i highly recommend"
2793,10,"i like getting the music i like - not what a radio station thinks i like.this is really quite delightful for me.  i am ""old"" so my music tastes are seldom / if ever played on radio - now i can enjoy my old tastes.thank you."
2794,14,i purchased echo for its ability to play specific kinds of music by voice command without commercials which interrupt.  i have not explored at all all the other things alexa can do!!  the weekly emails which announce new features has expanded my capabilities!! it is far more than a music producing device!! it is simply quite impressive!
2795,10,"low-tech home here, so mostly using to play music as the mood strikes, set alarms/notifications, request info as opposed to manually googling.  appreciate that it is unobtrusive yet responsive - enjoyable addition to my home."
2796,14,"being an apple boy, this voice recognition blows siri away.  instantly recognizes voice, is very fast, ton of things and commands it will do.  audio quality is good.  better than i expected."
2797,12,we love this wonderful echo(2nd generation). the sound is just so very good and we are enjoying all of the great things echo is capable of doing.it was gift to us and we love it and use daily.
2798,9,"so many tasks are made so much easier with alexa!the speaker sounds so good, i gave away my big stereo system, and now alexa plays all my music from spotify!i¡¯m now setting up my entire condo to run on smart devices, run by alexa <f0><u+009f><u+0098><u+0080>so easy to use, my 3 year old niece asks questions of alexa! she is thrilled with very idea!i recommend the echo to everyone now- i¡¯ll soon be ordering a dot for each of the rooms- <f0><u+009f><u+0098><u+0080>"
2799,0,"i mainly use it as a radio using pandora and the tuner, but it also comes in handy as an expensive dictionary when reading too, lol. okay, so there is no real need for alexa right now, it is fun to use though and cool. ;)"
2800,1,arrived in new and excellent condition.  recommend.
2801,14,"the thing i liked the least is that the price dropped significantly after i purchased on black friday, and amazon has not even addressed it to me.  the sound quality is very heavy on the base with no way to adjust.  i use it to listen to music a lot, and it can be really awful for some songs."
2802,10,"love the sound.  i just tell alexa what i want to hear, and i can ""rock"" through the housework or enjoy some background music while we eat.  i like being able to put reminders of appointments or errands that need to be run on her agenda.  she never forgets!  she always has something to say when i greet her in the morning, and i love her sense of humor."
2803,10,received this as a gift and was initially a bit skeptical. but we love being able to get all kinds of classical radio stations outside our area through streaming. and my wife likes being able to ask for music from particular artists. the sound quality is adequate for its purpose. we also make lists and ask information questions. the convenience is wonderful...
2804,9,new item to me...a gift for my wife..getting used to it...
2805,14,"ok...i am confused. i have always considered myself somewhat of an audiophile. i have been listening to music for all of my 62 years, and have always been picky picky picky when it comes to the quality of what i am hearing. i am often told how picky i am. so....after reading the many many reviews of how 'terrible' the sound is on the echo 2nd gen, well....i just have to sit back and scratch my head. i do not get it.look....this is not some high end bose or klipsh speaker here. i am not expecting to sit here and marvel at the superb sound that some seem to think they should be getting. i listened to several songs from different decades, and songs that i know well, meaning the instruments and what i should be hearing, and how i should be hearing them. one song i tested was 'crystal blue persuasion' by tommy james. again....i sat back and scratched my head. asking myself 'what are they talking about. i did this several more times, and even got silly with 'inna-godda-da-vida' by iron butterfly. and then jazz...swing...blues...etc, etc, etc. either i am suddenly kidding myself...or many of you do not know what 'good sound is'. there is nothing wrong with this version of echo. and yes...i have the latest firmware. for a 2.5 inch sub, and a smaller up firing tweeter, this is awesome!!! i would not consider sending this back for any reason. next...i am gonna get the dot for another room so i do not miss anything when i am listening to my talk radio."
2806,0,"love it! i just wish i knew how to get it to learn! i will ask it a question and it does not know. i will then ask google and i will get the answer. but it helps me to remember things, schedule things, make lists, love the music!"
2807,10,who knew.  i thought it would be a novelty. i use it for weather daily.  for the music and you can tell it to play npr from our local station and it will. oh. and it also turns lights off and on.  the christmas tree was fun
2808,14,"just got the echo and really like it. there is a learning curve, but it is fun. can not get the amazon alexa app on my windows 8x phone. fortunately one of us has an android phone."
2809,10,we love alexa at our house...its is so fun
2810,14,will not answer questions. too politically correct. wants to charge $4 a month to play songs that  i have on compact disc. not to mention they are free elsewhere. not impressed with it at all.
2811,12,works great so far. just getting started with electronic home.
2812,11,i originally did not want to get one. one of the reasons was the design. the first generation just did not appeal to me. this second generation looks great and i am surprised how much fun i have had using it. i am glad i bought it.
2813,0,sometimes the device just will not responded and it is nessesary to reboot.  i still can not get the device to recognize my location although i have updated address.  in-between those issues it works well and i enjoy the simplicity but it can also be frustrating
2814,10,"i got it as a christmas present and love it.  a friend sent away for the alan jackson album with chtistian music and alexa played it fot me wright away and i like that the most. the fact that i can play music from prescott arizonais terrific, since we spent alot of time there this past year reminds me of good times there.  my daughter in law things this machine is intrusive, but u do not thinl so.  i think it was a wonderful grift and i would recommend it to ever would listen.  pat"
2815,10,"i love the sound! such a little speaker sounds fantastic. i just got it for christmas so i do not know how to use all the functions. however, the app has lots of good info introduced in a fun way."
2816,14,my family and i wonder how we got along without the echo.  i had a little trouble connecting to my network but even that was not a major problem.  setup and configuration was a breeze (once connected to the network).  i am going to love playing with this thing.
2817,14,"had many issues setting it up, and connecting to wi-fi, it still will not play pandora without logging into the pandora site first. it should not be this difficult. customer service was horrible - i would not recommend this to anyone. it is all way more hassle than it is worth."
2818,9,was skeptical at first but really enjoy now.
2819,0,i love my echo!!!! most of the time she is pretty good at understanding what i want. i mainly use her for music but it can be super handy when you are lazy haha
2820,1,what a great product.  the speaker is super-powerful and clear!
2821,14,i like access to music and information on demand. i am disappointed to the extent that i assumed alexa would be like siri when it comes to search and that is where the echo/echo dot falls short for me.  smart home applications are great. we¡¯ve just begun with that.
2822,9,"love this product.  purchased for a gift.  i now own tap, echo, kindle and dot - all terrific products.  told my son his first pokemon joke this morning.  what else can alexa do?"
2823,12,just getting used to it. lots of fun. amazing!
2824,9,"just like everyone else buying this smart speaker, i dig it!  watching my 2 young kids dance with alexa makes this device worth every penny! !  thanks jeff bezos!"
2825,0,"does not recognize or understand a lot of what i ask. although i set up my account and at one point remembered my voice, shortly after the system wiped out my settings and no longer knew who i was.  also, the music selection is limited and you have to have accounts in multiple apps. not as smart as it is portrayed on tv.  very disappointed. do not think it is worth the investment. maybe if i had more of a smart hime i¡¯d be able to use some of those features but i do not. a long was from being ai."
2826,14,"this is a great, beautiful sounding device.  i use it many times every day.  i highly recommend. this echo produces great sounds from all of my playlists. well worth the price b"
2827,0,"she answers the time correctly.she seems to have a generic reply  ""i am not sure"" to a lot of my questions. when i ask google the same question i get the answers i was hoping to find."
2828,10,"alexa can do so much, still discovering. plays the genres of music i enjoy.  love my shopping list.  although alexa does not know everything i ask, frequently she can inform me on subjects of interest."
2829,14,i had some initial problems in getting it connected.  with the patient help of customer service we had it operating in short order.  i am very satisfied with my echo.
2830,0,good sound for its size.  i love having access to my amazon prime music.  alexa is kinda dumb sometimes though.  google is much better at searches and answering questions.
2831,3,just love this does exactly what i want go for it
2832,0,"it was bought as a gift; maybe should have bought the show instead, but i know for a fact the recipients are using it daily and are learning more and more about how to enjoy it."
2833,9,i got this as a gift and did not realize how much i wanted one!!!!!!!  i love it!  the sound is good and i love the convenience of just asking alexa for what i want to hear!
2834,14,"echo was good but the app is a ""p.o.s.""  two weeks in and the app music feature so i can stop or turn down the volume is gone.  i got this for my senior parent to listen to music to go to sleep and not wake her buy going in to her room and tell the thing to turn down or shut off.  worked great for 2 weeks and now all it has on that screen is what you can tell it to do."
2835,9,love my echo. it is a great addition to my home. and it goes from room to room if i need it to. it is good quality and works well.
2836,10,"alexa can do so many things but the features i use the most are calendar reminders, music, recipe conversions (i do not do math :-) ) and the weather. love me some alexa!!"
2837,14,"i received my 2nd generation echo the other day and i am very disappointed with the ""improved sound"" amazon claims it has.  the sound is ""tinnier"" than the first echo and not nearly as much bass as the previous - just no richness to the sound.  i always felt that the sound in the first generation was equal to that of the sound i was getting out of my bose portable sound link - i was delighted and more than satisfied.do not get me wrong, the new echo is certainly better than the old transistor radio i used to hang from my handlebars (guess i am dating myself) but if they advertise that the sound is improved - it should be improved.if you use your echo to merely get the weather and set a timer than this will work as well as echo #1 but if you like to listen to music think twice!"
2838,9,never had one before!  it is great for pulling up song for my grandlkids.  my 6 yr. old granddaughter had one brought it out we danced to it.  well that was it i had to get one.
2839,10,use it all the time
2840,9,"it is the smartest little thing i could ever imagine!  we ask it questions and we play music and get the best sound quality.  we love it so much we ordered one for our mountain house, and one for our son. then we ordered the dot and a cable and my husband has it set up with his very nice bose speakers out on the porch."
2841,10,i unexpectedly received the echo for my birthday and am truly enjoying having it around the house.  we take it from room to room and listen to music and news.  i¡¯m stunned at the variety of things we can ask alexa to do.  i¡¯m still finding out new areas to explore.
2842,11,the volume is amazing compared to the dot.
2843,14,parents love it for their house and store!
2844,1,this little device is so amazing. the sound quality is fantastic.
2845,14,"i enjoy this item but 1 flaw that it has is when i set the alarm and turn up the volume manually its not an loud alarm but very soft and will not wake me up, but when your playing the music its loud."
2846,10,"wife loves it, now she can play annoyingly loud music with just the command of her voice.hard to set up.can hear you way across the house."
2847,0,i am enjoying asking alexa questions to see if she knows the answer.  first thing in the morning i ask what is the weather? this saves time from getting it from the news. i also enjoy playing my favorite music artists or types of music. some artists are only available by signing up for amazon is playlists for a monthly fee.the drawback is that it was not easy to activate. my daughter who is great at the computer took at least an hour to figure it out after i spent several hours.
2848,14,i can not seem to find the difference between them. ?????
2849,0,"i love the echo but the reason why i¡¯m giving it a 3 is because i started using it and all of the sudden a couple days of using it, it starts to not answer me. it would just pause there as if it were listening for a voice and not do anything. it got so frustrating that i had to unplug her and plug her back in and then it worked fine. then it happened again a couple of days later. it has happenend more than once and each time i have to unplug and then plug her back in. overall it is great."
2850,10,"we have thoroughly enjoyed our ""alexa""!  sound is fantastic and she will play whatever music we want, all day long!!  wish we had gotten her long ago!  she also gives us a traffic update and the weather.  we love her!!!!"
2851,14,"when i first bought the echo i was not sure if it was right for me but it sure convinced me right out of the box. not only was it right for me, my wife is really into it. she loves alexa too!  as for me, it is one of the best purchases i have made on amazon. <f0><u+009f><u+0092><u+0099>"
2852,0,"alexa is excellent at what she can do; however, i have asked her questions that she can not answer.  i am looking forward to use her more for controlling lights, etc."
2853,14,"a lot of fun, but still in its beginnings. but beware of this when it is on its 5th or 6th generation, by then we will be in trouble and by the 10th... skynet."
2854,12,"still learning with alexa, but so far, enjoy this echo.. good sound quality."
2855,14,amazon support for this s@$ks.  if you purchase unlimited music when it asked you when ordering this it does not connect with your echo.if you want to purchase music as. a gift that does not work.  trying to get support takes multiple phone calls and get different answers.
2856,11,"the sound is absolutely amazing!  the bass is better than the echo 1st generation which i have.if the price ever goes down to $79.99 again, i will get another one."
2857,5,this was a gift for someone and they love it!
2858,10,"cant live without it now... really enjoy being able to call out my shopping list, or ask for music to be played... love it!!!!!  and the speaker is pretty loud"
2859,14,"i love this new upgrade the speaker is so much better and once again it is portable and i can use it any where in the house or connect the two devices i have.  having amazon prime is also great, all the music i want at the sound of my voice.  i check recipes no more on line searching.  it is so freeing.  i just ask alexa and she finds recipes and reads them to me. the podcast are my favorite part of the access, i like the games also, great for the grandchildren."
2860,14,"it has been fun to mess around, sometimes alexa will not know the answer, the set up was easy, the most frustrating was the linked applications, alex never found any, only my manual input was the only way to link with other products, like smart plugs"
2861,10,"i love my echo!! best purchase i ever made! i love to listen to music, play jeopardy, get weather and news updates.  thank you amazon. i would recommend this to any of my friends!"
2862,9,"it works, i play music through it to help me sleep during the day and also to set an alarm.  amazing for what it does.  bought one for my mom also and she loves hers."
2863,14,"my husband gave me one for christmas.  my first thought was as ¡°what am i going to do with this??¡±.  after all i already have an iphone 6+, an ipad 5, and an ipad mini.  well i love it!!"
2864,10,"this was my christmas present and i absolutely love it. my favorite part is that with a spotify premium account, i can tell alexa to play a specific song or playlist without using bluetooth. she can also make calls without being on bluetooth. i bought the smart lights as well and smart plugs to turn on lamps and my bedroom lights all by voice. this is just the beginning of smart products and i love where it is going. the speaker is very loud and clear for the size of it. i highly recommend it!!"
2865,14,i have owned other echo products and this is the best.  the sound is very good!  i like the fact that i do not have to raise my voice for alexa to respond.older models required a loud voice for commands
2866,14,"not sure exactly what the purpose of this is, beyond playing on-demand music and getting a weather report. the sound quality is suspect, but that may be due to the location, as i have heard others that sound really good. the good is the are not expensive and do not take up a lot of room."
2867,0,product lacked a useful instruction book. the scant sheet accompanying gave little more than a guide to the buttons. i have had to ferret out information from other sources.
2868,14,i received an email echo dot as a gift i was trying to purchase a speaker for it but i was not aware i order d the entire device system - we¡¯re going to keep it - it seems cool for how i just have not learned how to use it properly yet
2869,9,got it for my wife for the kitchen. she is still learning to use it but loves what she can do with it already. i have rwo echo dots already and she wanted one too.
2870,14,"i cannot express how much i enjoy these speakers. a friend got me interested in alexa, and i started with the dots. i have been upgrading my entire home since then, these are fantastic speakers. just ordered another one!"
2871,14,love the echo 2nd generation with improved sound by dolby.  easy to hook up and easy to use.  we have a great time with alexa and her funny answers.  delivered when expected.
2872,14,"we bought the echo, with this purchase we got the dot, spots and the show. have dots in all the rooms spots in the office and our room, show serves as the main hub in the kitchen/dinning area, and the echo in the garage. we can call any room in the house by dropping in. pipe music throughout the house. or you can call any room by dropping in on the alexa app. this has been a great investment. the base of out smart home."
2873,14,"what is not to love?! works as promised, ease of setup and use. it recognizes everyoine in our household, including my elderly father is strong accented voice. we added dots through the house and started getting devices (ring, hue, etc.) to ""smart"" our home."
2874,0,amazon ought to give you this useless thing.  alexa is one of the dumbest girls ever.  she does not know a lot.  she gets very confused.  if you do not have amazon music there would be absolutely no reason to have this pos.  her jokes are dumb.  her facts are few.  you really must be very precise in forming your question or she will not know answer.  she does not usually know the answer.  so basically this is an overpriced speaker that connects to my amazon music.  that is it.
2875,14,"returned ours.  alexa was kinda useless since she is based on the bing search engine - what???  really??  we ended up getting the google home and it is been awesome.  we do not really care about all the home ""automation"" stuff - i just need/want accurate information."
2876,14,"it is unplugged now..  because i have caught it on (ring light bright) and questioned it out loud (""why is alexa on?"") and it automatically turned off.i guess it is true what the news was saying about alexa/echo"
2877,9,love this for playing music while getting ready for the day! asking questions about weather and distances from one place to another. <u+2764><u+fe0f> it! also ordered an echo dot!
2878,14,"easy to setup once i found the alexa app. but, i do not think i downloaded enough of the  items on the app. alexa can not answer some of my easiest questions."
2879,11,"i think a lot of the disappoint comes from having had the original echo, and having a good sound quality including bass. comparing the same songs in my living for both 1st and 2nd generation echo, the 1st generation cannot compare to the 2nd generation echo even with the software update. this product should be called all-new echo dot plus because it is a more luxurious than than the dot and sounds ""better"" that the dot. for me, this product is more fit for the bedroom or bathroom, and the original is for the living room."
2880,0,"ease of use is great finding skills is fun, controlling lights very handy. the only problems is sometimes alexa does not hear what was said and you have to repeat yourself multiple times, other than that it was a great purchase."
2881,12,love it!  easy to set up.  i use it every day.
2882,11,"so, the smaller size is kind of nice, but that is the only thong that is better than gen1.  the sound is not as crisp and full, the bass is not as good, and the wifi seems to have issues.  we have two of then gen 1 and they are simply better."
2883,11,should have bought more than one! love this item!!! best item and the sound is absolutely amazing!!!! crisp and clear and when you tell alexa to put the volume up she definitely does that!
2884,14,so glad i read the reviews on the echo models .... it was a gift for my boyfriend and he is really enjoying it.  still working out the details on what all it will do but we both enjoy it.  it has a good clear sound.
2885,11,"sounds better, is smaller and looks nicer then the 1st gen.  echo 2.0 is a winner."
2886,9,are very nice to have and make great gifts
2887,10,"love this!!!!  it is great to get updated on the news, weather & stockmarket.  i can get music, i can set a timmer.  it very easy to set up.  my kids ask it questions & have it play music for them"
2888,14,"though i will admit some of its features are pretty cool. loving the various music stations, weather, and ambient sounds. but at times it will ignore a command, it has a glitch somewhere for sure."
2889,11,this has nowhere near the sound quality you would expect based on the videos and as they been running.  i was expecting something better than the original echo but this got something between the original echo and the second gen dot.  turning the volume up all the way proves to crackle like the speakers are busting already.
2890,10,amazon products are great. i use my echo everyday for all sorts of things. i am now working on my smart home so i can use alexa to control all me things as well
2891,14,communication to establish our music plan for the 3 devices we now have within our home has been problematic.  it would be far better to speak with a representative who could place the product we want on our account and we would be able to enjoy far more than we are able to currently.  we are trying to get unlimited music for the 3 devices and allow access for each device to the unlimited platform including being able to drop in on a device in another room.
2892,14,this is my third echo and love being able to play my amazon music on all devices. i also like how you can send commands to my nest thermostat and my roomba.
2893,14,"the reason i gave it a three star was because of the app.  bought in the us but live in spain.  they said you can get the app in spain, you can not.  so it has been a problem.  everything but prime music is working now and working on this problem.  these are sold here in spain but the app is not available,"
2894,14,love my echo! love the fact that i can tell her to put something on my shopping list as i usually lose my paper list! also love that i can have her play any music i choose. just confused about it a bit. as i have amazon prime but still had to get amazon music for 3.99 a month! i thought that was free with prime.
2895,14,"love it, can get the weather in an instant and listen to music when ever i want. only one problem. i originally got the dot, then i gave it to my husband and i got this echo. problem is it looks like we can not both use them at the same time. do i need to put the dot i gave him in his name or will they still not work at the same time. or am i doing something wrong. we both like to listen to music, but different singers."
2896,10,great device.  am exploring ways it can help around the house.  hoping it can help my wife with her memory problems so am looking at what the capabilities are.
2897,9,love it....i bought this mainly to play music...the speakers are awesome.  i bought several of the dots for christmas gifts and there is definitely a difference in the sound.  a highly recommend the echo.
2898,5,this was a christmas gift.  they loved it.
2899,10,"this is our first foray into the world of a ""smarter"" home, and so far, alexa has not let us down. we are all still getting used to what echo will and will-not do, or what questions it can answer. i suppose there is a learning curve for both us and the device, but that being said, it is just plain fun to have around,  and available as we go forward."
2900,11,"i replaced my original echo with this and it is nice, i like the fabric covering compared to the old plastic one and it is shorter too which helps keep it out of sight."
2901,14,"enjoy the music and most queries,. but alexa has trouble understanding normal speech, even after voice training. google wins that battle hands down. sound quality decent in gen 2."
2902,10,"ask for weather, news updates, time, timer, alarm, music...music...music- good quality speakers inside. also, spell words, capitals of states, wikipedia information"
2903,14,the sounds from this is quite nice...it fits perfectly in the kitchen.  i have several alexa products and use dots combined with this for a group on multi-room audio.  this holds its own with the dots connected to high end audio systems.
2904,9,i love being able to hear music play simply by asking for it. the sound is great.  i bought one and we received one as a gift so we have 2 in our house now; one in the kitchen and one in the bedroom. it is perfect. i¡¯m the mother of a soon-to-be groom and i¡¯ve been listening to songs to help him select one for the mother/son dance at the wedding. it is been easy and fun with ¡°alexa¡±.
2905,0,"love this purchase especially if you enjoy music playing throughout your house everyday. it is great this comes with speaker. alexa does not have all the answers though whenever we ask a random question. just so your aware, alexa does not know everything lol."
2906,14,i cannot get the amazon echo to connect to wifi with internet access.  it keeps saying connected. but without internet access.  it will not give me the screen to add my internet password.  frustrated and ready to send it back.
